game_pk,player_id,actual_batter_hits,actual_batter_total_bases,actual_batter_home_runs,actual_pitcher_strikeouts,actual_pitcher_outs,actual_pitcher_hits_allowed
824412,682254,,,,1.0,3.0,0.0
824412,682997,,,,,,
824412,683003,,,,,,
824412,683769,,,,,,
824412,683953,2.0,5.0,1.0,,,
824412,685126,,,,2.0,2.0,3.0
824412,690984,1.0,2.0,0.0,,,
824412,693304,1.0,2.0,0.0,,,
824412,694378,0.0,0.0,0.0,,,
824412,694753,,,,4.0,15.0,2.0
824412,694973,,,,,,
824412,695257,,,,,,
824412,696062,,,,,,
824412,696135,1.0,1.0,0.0,,,
824412,696149,,,,,,
824412,699013,1.0,2.0,0.0,,,
824412,700932,0.0,0.0,0.0,,,
824412,702021,,,,1.0,3.0,0.0
824412,800048,,,,,,
824412,800050,1.0,1.0,0.0,,,
824412,804668,0.0,0.0,0.0,,,
824979,605488,,,,,,
824979,622268,0.0,0.0,0.0,,,
824979,641680,1.0,1.0,0.0,,,
824979,641793,,,,4.0,18.0,8.0
824979,643410,,,,2.0,3.0,1.0
824979,643446,3.0,3.0,0.0,,,
824979,656492,,,,,,
824979,660688,2.0,3.0,0.0,,,
824979,660761,,,,,,
824979,663687,,,,1.0,2.0,0.0
824979,664129,,,,,,
824979,664875,,,,,,
824979,665622,,,,1.0,3.0,2.0
824979,665660,,,,,,
824979,665953,,,,,,
824979,666126,2.0,6.0,1.0,,,
824979,668820,,,,1.0,2.0,3.0
824979,669127,1.0,2.0,0.0,,,
824979,669372,,,,7.0,19.0,1.0
824979,669620,,,,,,
824979,671277,0.0,0.0,0.0,,,
824979,671732,0.0,0.0,0.0,,,
824979,674841,,,,,,
824979,675961,,,,,,
824979,676571,,,,,,
824979,676680,,,,,,
824979,676917,,,,,,
824979,677588,0.0,0.0,0.0,,,
824979,678022,,,,,,
824979,678391,1.0,1.0,0.0,0.0,3.0,1.0
824979,678554,0.0,0.0,0.0,,,
824979,682052,,,,,,
824979,682928,0.0,0.0,0.0,,,
824979,683000,,,,,,
824979,683083,0.0,0.0,0.0,,,
824979,686611,0.0,0.0,0.0,,,
824979,687223,,,,1.0,1.0,1.0
824979,687377,,,,,,
824979,687515,,,,,,
824979,690925,,,,,,
824979,691016,2.0,5.0,1.0,,,
824979,695578,0.0,0.0,0.0,,,
824979,695611,,,,,,
824979,695670,,,,,,
824979,695720,,,,,,
824979,695734,1.0,1.0,0.0,,,
824979,696285,,,,,,
824979,703607,,,,,,
824979,805779,3.0,6.0,1.0,,,
824979,811965,1.0,2.0,0.0,,,
824979,814305,,,,,,
